Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
surgical-masks-level-2,,,,,,,Barrier level,Level 1,Pack,Carton of 40 boxes,GPS-GLO-SURGICAL-MASKS-LEVEL-2-0102,0,shopify,0,deny,manual,449.00,TRUE,TRUE,,,,,,
surgical-masks-level-2,,,,,,,Barrier level,Level 2,Pack,Box of 50,GPS-GLO-SURGICAL-MASKS-LEVEL-2-0201,0,shopify,0,deny,manual,12.90,TRUE,TRUE,,,,,,
surgical-masks-level-2,,,,,,,Barrier level,Level 2,Pack,Carton of 40 boxes,GPS-GLO-SURGICAL-MASKS-LEVEL-2-0202,0,shopify,0,deny,manual,449.00,TRUE,TRUE,,,,,,
surgical-masks-level-2,,,,,,,Barrier level,Level 3,Pack,Box of 50,GPS-GLO-SURGICAL-MASKS-LEVEL-2-0301,0,shopify,0,deny,manual,12.90,TRUE,TRUE,,,,,,
surgical-masks-level-2,,,,,,,Barrier level,Level 3,Pack,Carton of 40 boxes,GPS-GLO-SURGICAL-MASKS-LEVEL-2-0302,0,shopify,0,deny,manual,449.00,TRUE,TRUE,,,,,,
isolation-gowns,Isolation gowns,"<p>Full coverage with a thumb loop so the cuff stays where you put it. Disposable, because laundering a barrier defeats it.</p><h2>About isolation gowns</h2><p>Full coverage with a thumb loop so the cuff stays where you put it. Disposable, because laundering a barrier defeats it.</p><h2>Choosing between the options</h2><p>There are 2 to choose from: Regular and Large.</p><p>Regular: .</p><p>Large: .</p><h2>Pack sizes</h2><p>Available as pack of 10 and carton of 50. The larger packs work out cheaper per unit, and the price for every one of them is on this page rather than behind a login.</p><h2>Specifications</h2><table><tr><th>Closure</th><td>Neck and waist ties</td></tr><tr><th>Use</th><td>Single use</td></tr></table>",Good Practice Supply,Gloves & PPE,"gloves-ppe,gowns,prep,launch-range",FALSE,Size,Regular,Pack,Pack of 10,GPS-GLO-ISOLATION-GOWNS-0101,0,shopify,0,deny,manual,34.50,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_014655_90258385-316a-41e3-ad9d-cb1d75f7eda4.png,1,Isolation gowns,"Isolation gowns, fluid resistant","Isolation gowns: Fluid resistant, thumb loop. Available as pack of 10 and carton of 50. Priced on the page, no account needed, dispatched from Sydney.",draft
isolation-gowns,,,,,,,Size,Regular,Pack,Carton of 50,GPS-GLO-ISOLATION-GOWNS-0102,0,shopify,0,deny,manual,159.00,TRUE,TRUE,,,,,,
isolation-gowns,,,,,,,Size,Large,Pack,Pack of 10,GPS-GLO-ISOLATION-GOWNS-0201,0,shopify,0,deny,manual,34.50,TRUE,TRUE,,,,,,
isolation-gowns,,,,,,,Size,Large,Pack,Carton of 50,GPS-GLO-ISOLATION-GOWNS-0202,0,shopify,0,deny,manual,159.00,TRUE,TRUE,,,,,,
aprons-on-a-roll,Aprons on a roll,"<p>Pull, tear, wear. The cheapest barrier in the room and the one most often missing when it is needed.</p><h2>About aprons on a roll</h2><p>Pull, tear, wear. The cheapest barrier in the room and the one most often missing when it is needed.</p><p>The material is ldpe.</p><h2>Choosing between the options</h2><p>There are 2 to choose from: Standard and Heavy duty.</p><p>Standard: .</p><p>Heavy duty: .</p><h2>Pack sizes</h2><p>Available as roll of 200 and carton of 6 rolls. The larger packs work out cheaper per unit, and the price for every one of them is on this page rather than behind a login.</p><h2>Specifications</h2><table><tr><th>Material</th><td>LDPE</td></tr><tr><th>Format</th><td>Perforated roll</td></tr></table>",Good Practice Supply,Gloves & PPE,"gloves-ppe,gowns,prep,launch-range",FALSE,Grade,Standard,Pack,Roll of 200,GPS-GLO-APRONS-ON-A-ROLL-0101,0,shopify,0,deny,manual,22.90,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_014655_90258385-316a-41e3-ad9d-cb1d75f7eda4.png,1,Aprons on a roll,"Aprons on a roll, perforated","Aprons on a roll: Perforated, wall dispensable. Available as roll of 200 and carton of 6 rolls. Priced on the page, no account needed, dispatched from Sydney.",draft
aprons-on-a-roll,,,,,,,Grade,Standard,Pack,Carton of 6 rolls,GPS-GLO-APRONS-ON-A-ROLL-0102,0,shopify,0,deny,manual,124.00,TRUE,TRUE,,,,,,
aprons-on-a-roll,,,,,,,Grade,Heavy duty,Pack,Roll of 200,GPS-GLO-APRONS-ON-A-ROLL-0201,0,shopify,0,deny,manual,22.90,TRUE,TRUE,,,,,,
aprons-on-a-roll,,,,,,,Grade,Heavy duty,Pack,Carton of 6 rolls,GPS-GLO-APRONS-ON-A-ROLL-0202,0,shopify,0,deny,manual,124.00,TRUE,TRUE,,,,,,
alcohol-hand-rub,Alcohol hand rub,"<p>Seventy percent is the number that matters. The emollient is why staff will actually use it forty times a day.</p><h2>About alcohol hand rub</h2><p>Seventy percent is the number that matters. The emollient is why staff will actually use it forty times a day.</p><h2>Choosing between the options</h2><p>There are 2 to choose from: 500mL pump and 5L refill.</p><p>500mL pump: bench.</p><p>5L refill: bulk.</p><h2>Pack sizes</h2><p>Available as each and carton of 6. The larger packs work out cheaper per unit, and the price for every one of them is on this page rather than behind a login.</p><h2>Specifications</h2><table><tr><th>Alcohol</th><td>70% v/v</td></tr><tr><th>Format</th><td>Gel</td></tr></table>",Good Practice Supply,Gloves & PPE,"gloves-ppe,hygiene,prep,launch-range",FALSE,Format,500mL pump,Pack,Each,GPS-GLO-ALCOHOL-HAND-RUB-0101,0,shopify,0,deny,manual,12.90,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_014655_90258385-316a-41e3-ad9d-cb1d75f7eda4.png,1,Alcohol hand rub,"Alcohol hand rub, 70% ethanol","Alcohol hand rub: 70% ethanol, with emollient. Available as each and carton of 6. Priced on the page, no account needed, dispatched from Sydney.",draft
alcohol-hand-rub,,,,,,,Format,500mL pump,Pack,Carton of 6,GPS-GLO-ALCOHOL-HAND-RUB-0102,0,shopify,0,deny,manual,69.00,TRUE,TRUE,,,,,,
alcohol-hand-rub,,,,,,,Format,5L refill,Pack,Each,GPS-GLO-ALCOHOL-HAND-RUB-0201,0,shopify,0,deny,manual,12.90,TRUE,TRUE,,,,,,
alcohol-hand-rub,,,,,,,Format,5L refill,Pack,Carton of 6,GPS-GLO-ALCOHOL-HAND-RUB-0202,0,shopify,0,deny,manual,69.00,TRUE,TRUE,,,,,,
alcohol-swabs,Alcohol swabs,"<p>Two per injection, one for the stopper and one for the skin. Buy the two hundred, it is cheaper per swab and you will not run out mid month.</p><h2>What is in the sachet</h2><p>A two ply non-woven pad saturated with 70% isopropyl alcohol, sealed in its own foil sachet so it is still wet when you open it. About 65 by 30mm opened out, which is the size that covers a stopper top and a patch of skin without folding.</p><p>Seventy per cent rather than higher is deliberate. Alcohol needs water present to work on a bacterial cell wall, and neat isopropyl evaporates before it has done the job. Stronger is not better here.</p><h2>Buying them</h2><p>Two swabs per injection is the normal rate, one for the top of the vial or the pen and one for the skin, which is why these run out faster than anyone expects. The 200 box works out cheaper per swab than the 100 and takes up almost the same shelf.</p><p>Let the skin dry before the needle goes in. Alcohol stings on a wet injection site, and it has not finished working until it has evaporated.</p><h2>Specifications</h2><table><tr><th>Alcohol</th><td>70% isopropyl</td></tr><tr><th>Pad</th><td>Two ply non-woven</td></tr><tr><th>Size</th><td>65 × 30mm</td></tr><tr><th>Wrap</th><td>Individual foil sachet</td></tr></table>",Good Practice Supply,Diluents & swabs,"diluents-swabs,swabs,prep,launch-range",FALSE,Formulation,70% isopropyl,Pack,Box of 200,GPS-DIL-ALCOHOL-SWABS-0101,0,shopify,0,deny,manual,8.90,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_014655_90258385-316a-41e3-ad9d-cb1d75f7eda4.png,1,Alcohol swabs,"Alcohol swabs, 70% isopropyl, box of 100 or 200","70% isopropyl alcohol swabs, two ply non-woven, individually foil wrapped, about 65 x 30mm. Box of 100 or 200, priced on the page, no account needed.",draft
alcohol-swabs,,,,,,,Formulation,70% isopropyl,Pack,Carton of 20 boxes,GPS-DIL-ALCOHOL-SWABS-0102,0,shopify,0,deny,manual,159.00,TRUE,TRUE,,,,,,
alcohol-swabs,,,,,,,Formulation,With chlorhexidine,Pack,Box of 200,GPS-DIL-ALCOHOL-SWABS-0201,0,shopify,0,deny,manual,8.90,TRUE,TRUE,,,,,,
alcohol-swabs,,,,,,,Formulation,With chlorhexidine,Pack,Carton of 20 boxes,GPS-DIL-ALCOHOL-SWABS-0202,0,shopify,0,deny,manual,159.00,TRUE,TRUE,,,,,,
bacteriostatic-water,Bacteriostatic water,"<p>Preserved, so the vial keeps for weeks refrigerated once broached. Sterile water has no preservative and is single use the moment you open it.</p><h2>What bacteriostatic water is</h2><p>Sterile water with 0.9% benzyl alcohol added as a preservative. The preservative is what makes the vial multi-dose: it suppresses bacterial growth after the stopper has been punctured, so the vial can be entered more than once within the period its instructions allow.</p><p>That is the entire difference between this and sterile water for injection, which has no preservative and is single use. Both are diluents. Neither is a medicine.</p><h2>10mL or 30mL</h2><p>Pick on how much you will use before the vial expires after first entry rather than on price per millilitre. A 30mL vial that gets discarded half used is more expensive than two 10mL vials that get finished.</p><p>The vial is glass with a rubber stopper and an aluminium crimp. Swab the stopper before every entry, and use a drawing-up needle rather than the needle you are injecting with, because coring the stopper blunts a needle fast.</p><h2>Specifications</h2><table><tr><th>Preservative</th><td>0.9% benzyl alcohol</td></tr><tr><th>Vial</th><td>Multi-dose glass</td></tr><tr><th>Stopper</th><td>Butyl rubber, aluminium crimp</td></tr><tr><th>Sizes</th><td>10mL and 30mL</td></tr></table>",Good Practice Supply,Diluents & swabs,"diluents-swabs,water,prep,launch-range",FALSE,Volume,10mL,Pack,Each,GPS-DIL-BACTERIOSTATIC-WATER-0101,0,shopify,0,deny,manual,14.50,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_014655_90258385-316a-41e3-ad9d-cb1d75f7eda4.png,1,Bacteriostatic water,"Bacteriostatic water for injection, 10mL and 30mL","Bacteriostatic water for injection in 10mL and 30mL multi-dose glass vials, with 0.9% benzyl alcohol. Priced on the page, no account needed.",draft
bacteriostatic-water,,,,,,,Volume,10mL,Pack,Pack of 5,GPS-DIL-BACTERIOSTATIC-WATER-0102,0,shopify,0,deny,manual,68.00,TRUE,TRUE,,,,,,
bacteriostatic-water,,,,,,,Volume,30mL,Pack,Each,GPS-DIL-BACTERIOSTATIC-WATER-0201,0,shopify,0,deny,manual,14.50,TRUE,TRUE,,,,,,
bacteriostatic-water,,,,,,,Volume,30mL,Pack,Pack of 5,GPS-DIL-BACTERIOSTATIC-WATER-0202,0,shopify,0,deny,manual,68.00,TRUE,TRUE,,,,,,
sterile-water-for-injection,Sterile water for injection,"<p>Unpreserved. Use the whole ampoule or discard it, because there is nothing in it holding back growth.</p><h2>Preservative free, single use</h2><p>Water for injection with nothing added. No preservative, which means no benzyl alcohol, which means the ampoule is single use: once it is open there is nothing in it suppressing bacterial growth, so what is left over gets discarded rather than kept.</p><p>That is the difference between this and bacteriostatic water, and it is the only difference that matters. Which one you need is a question for your prescriber.</p><h2>Plastic ampoule rather than glass</h2><p>A plastic ampoule twists open rather than snapping, so there is no glass to break off and no filter needed to draw past shards. It is the safer format for anyone doing this at a kitchen bench rather than at a bench with a sharps bin under it.</p><h2>Specifications</h2><table><tr><th>Preservative</th><td>None</td></tr><tr><th>Format</th><td>Plastic ampoule, twist open</td></tr><tr><th>Grade</th><td>Water for injection BP</td></tr><tr><th>Use</th><td>Single use</td></tr></table>",Good Practice Supply,Diluents & swabs,"diluents-swabs,water,prep,launch-range",FALSE,Volume,10mL ampoule,Pack,Box of 50,GPS-DIL-STERILE-WATER-FOR-INJECTION-0101,0,shopify,0,deny,manual,39.00,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_014655_90258385-316a-41e3-ad9d-cb1d75f7eda4.png,1,Sterile water for injection,"Sterile water for injection, 10mL plastic ampoule","Preservative-free sterile water for injection, 10mL plastic ampoule, box of 20 to 50. Priced on the page, no account needed, dispatched from Sydney.",draft
sterile-water-for-injection,,,,,,,Volume,10mL ampoule,Pack,Box of 100,GPS-DIL-STERILE-WATER-FOR-INJECTION-0102,0,shopify,0,deny,manual,72.00,TRUE,TRUE,,,,,,
sterile-water-for-injection,,,,,,,Volume,20mL ampoule,Pack,Box of 50,GPS-DIL-STERILE-WATER-FOR-INJECTION-0201,0,shopify,0,deny,manual,39.00,TRUE,TRUE,,,,,,
sterile-water-for-injection,,,,,,,Volume,20mL ampoule,Pack,Box of 100,GPS-DIL-STERILE-WATER-FOR-INJECTION-0202,0,shopify,0,deny,manual,72.00,TRUE,TRUE,,,,,,
chlorhexidine-skin-prep,Chlorhexidine skin prep,"<p>The combination used before anything invasive. Let it dry, which is the step everyone skips and the step that does the work.</p><h2>Chlorhexidine in alcohol</h2><p>Two antiseptics doing two different jobs in the same applicator. The alcohol acts fast and evaporates. The chlorhexidine keeps working after it has dried, which is why the combination is used where the site needs to stay clean for longer than the few seconds an alcohol swab covers.</p><p>It has to dry to work. Rushing the needle in while the site is still wet defeats both halves of it, and stings.</p><h2>Swabstick or applicator</h2><p>Swabsticks come in a sachet and suit a small site. A single use applicator holds more solution and is the better choice for a larger field where you want one pass rather than three.</p><h2>Specifications</h2><table><tr><th>Chlorhexidine</th><td>0.5% to 2% w/v</td></tr><tr><th>Alcohol</th><td>70% v/v</td></tr><tr><th>Format</th><td>Swabstick or single use applicator</td></tr></table>",Good Practice Supply,Diluents & swabs,"diluents-swabs,antiseptic,prep,launch-range",FALSE,Format,Swabsticks,Pack,Box of 25,GPS-DIL-CHLORHEXIDINE-SKIN-PREP-0101,0,shopify,0,deny,manual,49.00,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_014655_90258385-316a-41e3-ad9d-cb1d75f7eda4.png,1,Chlorhexidine skin prep,"Chlorhexidine skin prep, 0.5% to 2% in 70% alcohol","Chlorhexidine gluconate 0.5% to 2% in 70% alcohol, as swabsticks or a single-use applicator. Box of 30 to 100, priced on the page.",draft
chlorhexidine-skin-prep,,,,,,,Format,Swabsticks,Pack,Each,GPS-DIL-CHLORHEXIDINE-SKIN-PREP-0102,0,shopify,0,deny,manual,16.90,TRUE,TRUE,,,,,,
chlorhexidine-skin-prep,,,,,,,Format,Applicator wand,Pack,Box of 25,GPS-DIL-CHLORHEXIDINE-SKIN-PREP-0201,0,shopify,0,deny,manual,49.00,TRUE,TRUE,,,,,,
chlorhexidine-skin-prep,,,,,,,Format,Applicator wand,Pack,Each,GPS-DIL-CHLORHEXIDINE-SKIN-PREP-0202,0,shopify,0,deny,manual,16.90,TRUE,TRUE,,,,,,
chlorhexidine-skin-prep,,,,,,,Format,500mL bottle,Pack,Box of 25,GPS-DIL-CHLORHEXIDINE-SKIN-PREP-0301,0,shopify,0,deny,manual,49.00,TRUE,TRUE,,,,,,
chlorhexidine-skin-prep,,,,,,,Format,500mL bottle,Pack,Each,GPS-DIL-CHLORHEXIDINE-SKIN-PREP-0302,0,shopify,0,deny,manual,16.90,TRUE,TRUE,,,,,,
povidone-iodine-swabsticks,Povidone iodine swabsticks,"<p>Where chlorhexidine is contraindicated or unavailable. Stains, which is occasionally useful for seeing what you have covered.</p><h2>About povidone iodine swabsticks</h2><p>Where chlorhexidine is contraindicated or unavailable. Stains, which is occasionally useful for seeing what you have covered.</p><h2>Choosing between the options</h2><p>There are 2 to choose from: Triple stick and Single stick.</p><p>Triple stick: .</p><p>Single stick: .</p><h2>Pack sizes</h2><p>Available as box of 50 and box of 200. The larger packs work out cheaper per unit, and the price for every one of them is on this page rather than behind a login.</p><h2>Specifications</h2><table><tr><th>Iodine</th><td>10% w/v</td></tr><tr><th>Format</th><td>Swabstick</td></tr></table>",Good Practice Supply,Diluents & swabs,"diluents-swabs,antiseptic,prep,launch-range",FALSE,Format,Triple stick,Pack,Box of 50,GPS-DIL-POVIDONE-IODINE-SWABSTICKS-0101,0,shopify,0,deny,manual,24.50,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_014655_90258385-316a-41e3-ad9d-cb1d75f7eda4.png,1,Povidone iodine swabsticks,"Povidone iodine swabsticks, 10% solution","Povidone iodine swabsticks: 10% solution, triple stick. Available as box of 50 and box of 200. Priced on the page, no account needed, dispatched from Sydney.",draft
povidone-iodine-swabsticks,,,,,,,Format,Triple stick,Pack,Box of 200,GPS-DIL-POVIDONE-IODINE-SWABSTICKS-0102,0,shopify,0,deny,manual,82.00,TRUE,TRUE,,,,,,
povidone-iodine-swabsticks,,,,,,,Format,Single stick,Pack,Box of 50,GPS-DIL-POVIDONE-IODINE-SWABSTICKS-0201,0,shopify,0,deny,manual,24.50,TRUE,TRUE,,,,,,
povidone-iodine-swabsticks,,,,,,,Format,Single stick,Pack,Box of 200,GPS-DIL-POVIDONE-IODINE-SWABSTICKS-0202,0,shopify,0,deny,manual,82.00,TRUE,TRUE,,,,,,
sodium-chloride-sachets,Sodium chloride sachets,"<p>Single use, so what you clean with is never the variable. A big bottle is contaminated the minute it is opened.</p><h2>About sodium chloride sachets</h2><p>Single use, so what you clean with is never the variable. A big bottle is contaminated the minute it is opened.</p><h2>Choosing between the options</h2><p>There are 2 to choose from: 30mL and 20mL.</p><p>30mL: .</p><p>20mL: .</p><h2>Pack sizes</h2><p>Available as box of 50 and carton of 10 boxes. The larger packs work out cheaper per unit, and the price for every one of them is on this page rather than behind a login.</p><h2>Specifications</h2><table><tr><th>Concentration</th><td>0.9% w/v</td></tr><tr><th>Use</th><td>Single use</td></tr></table>",Good Practice Supply,Diluents & swabs,"diluents-swabs,water,prep,launch-range",FALSE,Volume,30mL,Pack,Box of 50,GPS-DIL-SODIUM-CHLORIDE-SACHETS-0101,0,shopify,0,deny,manual,18.90,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_014655_90258385-316a-41e3-ad9d-cb1d75f7eda4.png,1,Sodium chloride sachets,"Sodium chloride sachets, 0.9%","Sodium chloride sachets: 0.9%, 30mL single use. Available as box of 50 and carton of 10 boxes. Priced on the page, no account needed, dispatched from Sydney.",draft
sodium-chloride-sachets,,,,,,,Volume,30mL,Pack,Carton of 10 boxes,GPS-DIL-SODIUM-CHLORIDE-SACHETS-0102,0,shopify,0,deny,manual,165.00,TRUE,TRUE,,,,,,
sodium-chloride-sachets,,,,,,,Volume,20mL,Pack,Box of 50,GPS-DIL-SODIUM-CHLORIDE-SACHETS-0201,0,shopify,0,deny,manual,18.90,TRUE,TRUE,,,,,,
sodium-chloride-sachets,,,,,,,Volume,20mL,Pack,Carton of 10 boxes,GPS-DIL-SODIUM-CHLORIDE-SACHETS-0202,0,shopify,0,deny,manual,165.00,TRUE,TRUE,,,,,,
cotton-wool-balls,Cotton wool balls,"<p>Plain cotton wool, in a bag rather than a jar, for pressure after a needle and for prep where a swab is more than you need. Bulk is the only sensible way to buy these.</p><h2>What they are for</h2><p>Pressure after a needle comes out, and prep where a saturated alcohol swab is more than the job needs. Plain cotton, nothing added, non-sterile.</p><p>Bulk is the only sensible way to buy these. A jar of fifty from a supermarket costs several times what the same cotton costs in a bag, and a bag lasts a clinic a month.</p><h2>Specifications</h2><table><tr><th>Material</th><td>100% bleached cotton</td></tr><tr><th>Sterility</th><td>Non-sterile</td></tr><tr><th>Use</th><td>Prep and pressure</td></tr></table>",Good Practice Supply,Diluents & swabs,"diluents-swabs,cotton,cotton,launch-range",FALSE,Format,"Balls, medium",Pack,Bag of 500,GPS-DIL-COTTON-WOOL-BALLS-0101,0,shopify,0,deny,manual,8.90,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260915_111902_1adc5949-ff18-47c2-a576-2cfb89e269e1.png,1,Cotton wool balls,"Cotton wool balls, 100% cotton, bulk bag","Plain 100% cotton wool balls in bulk bags of 500 and 1000, plus tipped applicators. Priced on the page, no account needed.",draft
cotton-wool-balls,,,,,,,Format,"Balls, medium",Pack,Bag of 1000,GPS-DIL-COTTON-WOOL-BALLS-0102,0,shopify,0,deny,manual,15.40,TRUE,TRUE,,,,,,
cotton-wool-balls,,,,,,,Format,"Balls, medium",Pack,Carton of 5000,GPS-DIL-COTTON-WOOL-BALLS-0103,0,shopify,0,deny,manual,69.00,TRUE,TRUE,,,,,,
cotton-wool-balls,,,,,,,Format,"Balls, large",Pack,Bag of 500,GPS-DIL-COTTON-WOOL-BALLS-0201,0,shopify,0,deny,manual,8.90,TRUE,TRUE,,,,,,
cotton-wool-balls,,,,,,,Format,"Balls, large",Pack,Bag of 1000,GPS-DIL-COTTON-WOOL-BALLS-0202,0,shopify,0,deny,manual,15.40,TRUE,TRUE,,,,,,
cotton-wool-balls,,,,,,,Format,"Balls, large",Pack,Carton of 5000,GPS-DIL-COTTON-WOOL-BALLS-0203,0,shopify,0,deny,manual,69.00,TRUE,TRUE,,,,,,
cotton-wool-balls,,,,,,,Format,Tipped applicators,Pack,Bag of 500,GPS-DIL-COTTON-WOOL-BALLS-0301,0,shopify,0,deny,manual,8.90,TRUE,TRUE,,,,,,
cotton-wool-balls,,,,,,,Format,Tipped applicators,Pack,Bag of 1000,GPS-DIL-COTTON-WOOL-BALLS-0302,0,shopify,0,deny,manual,15.40,TRUE,TRUE,,,,,,
cotton-wool-balls,,,,,,,Format,Tipped applicators,Pack,Carton of 5000,GPS-DIL-COTTON-WOOL-BALLS-0303,0,shopify,0,deny,manual,69.00,TRUE,TRUE,,,,,,
non-adherent-dressings,Non-adherent dressings,"<p>Lifts off without pulling the wound bed apart. The single biggest difference between a clinic dressing and a chemist one.</p><h2>About non-adherent dressings</h2><p>Lifts off without pulling the wound bed apart. The single biggest difference between a clinic dressing and a chemist one.</p><p>Supplied individually sealed.</p><h2>Choosing between the options</h2><p>There are 3 to choose from: 5 × 5cm, 7.5 × 10cm and 10 × 20cm.</p><p>5 × 5cm: .</p><p>7.5 × 10cm: .</p><p>10 × 20cm: .</p><h2>Pack sizes</h2><p>Available as box of 50 and box of 100. The larger packs work out cheaper per unit, and the price for every one of them is on this page rather than behind a login.</p><h2>Specifications</h2><table><tr><th>Layer</th><td>Low adherent</td></tr><tr><th>Sterility</th><td>Individually sealed</td></tr></table>",Good Practice Supply,Wound care,"wound-care,dressings,wound,launch-range",FALSE,Size,5 × 5cm,Pack,Box of 50,GPS-WOU-NON-ADHERENT-DRESSINGS-0101,0,shopify,0,deny,manual,26.50,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_014655_fc63b5f4-f8cb-41c5-9e1d-bb51f3eb6a8a.png,1,Non-adherent dressings,"Non-adherent dressings, low adherent contact layer","Non-adherent dressings: Low adherent contact layer. Available as box of 50 and box of 100. Priced on the page, no account needed, dispatched from Sydney.",draft
non-adherent-dressings,,,,,,,Size,5 × 5cm,Pack,Box of 100,GPS-WOU-NON-ADHERENT-DRESSINGS-0102,0,shopify,0,deny,manual,49.00,TRUE,TRUE,,,,,,
non-adherent-dressings,,,,,,,Size,7.5 × 10cm,Pack,Box of 50,GPS-WOU-NON-ADHERENT-DRESSINGS-0201,0,shopify,0,deny,manual,26.50,TRUE,TRUE,,,,,,
non-adherent-dressings,,,,,,,Size,7.5 × 10cm,Pack,Box of 100,GPS-WOU-NON-ADHERENT-DRESSINGS-0202,0,shopify,0,deny,manual,49.00,TRUE,TRUE,,,,,,
non-adherent-dressings,,,,,,,Size,10 × 20cm,Pack,Box of 50,GPS-WOU-NON-ADHERENT-DRESSINGS-0301,0,shopify,0,deny,manual,26.50,TRUE,TRUE,,,,,,
non-adherent-dressings,,,,,,,Size,10 × 20cm,Pack,Box of 100,GPS-WOU-NON-ADHERENT-DRESSINGS-0302,0,shopify,0,deny,manual,49.00,TRUE,TRUE,,,,,,
sterile-gauze-swabs,Sterile gauze swabs,"<p>For cleaning and for padding under a dressing. Individually sealed, so opening one does not commit the rest.</p><h2>About sterile gauze swabs</h2><p>For cleaning and for padding under a dressing. Individually sealed, so opening one does not commit the rest.</p><p>Supplied en 556.</p><h2>Choosing between the options</h2><p>There are 3 to choose from: 5 × 5cm, 7.5 × 7.5cm and 10 × 10cm.</p><p>5 × 5cm: .</p><p>7.5 × 7.5cm: .</p><p>10 × 10cm: .</p><h2>Pack sizes</h2><p>Available as box of 100 and carton of 10 boxes. The larger packs work out cheaper per unit, and the price for every one of them is on this page rather than behind a login.</p><h2>Specifications</h2><table><tr><th>Ply</th><td>8</td></tr><tr><th>Sterility</th><td>EN 556</td></tr></table>",Good Practice Supply,Wound care,"wound-care,gauze,wound,launch-range",FALSE,Size,5 × 5cm,Pack,Box of 100,GPS-WOU-STERILE-GAUZE-SWABS-0101,0,shopify,0,deny,manual,14.50,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_014655_fc63b5f4-f8cb-41c5-9e1d-bb51f3eb6a8a.png,1,Sterile gauze swabs,"Sterile gauze swabs, 8 ply","Sterile gauze swabs: 8 ply, individually sealed. Available as box of 100 and carton of 10 boxes. Priced on the page, no account needed, dispatched from.",draft
sterile-gauze-swabs,,,,,,,Size,5 × 5cm,Pack,Carton of 10 boxes,GPS-WOU-STERILE-GAUZE-SWABS-0102,0,shopify,0,deny,manual,129.00,TRUE,TRUE,,,,,,
sterile-gauze-swabs,,,,,,,Size,7.5 × 7.5cm,Pack,Box of 100,GPS-WOU-STERILE-GAUZE-SWABS-0201,0,shopify,0,deny,manual,14.50,TRUE,TRUE,,,,,,
sterile-gauze-swabs,,,,,,,Size,7.5 × 7.5cm,Pack,Carton of 10 boxes,GPS-WOU-STERILE-GAUZE-SWABS-0202,0,shopify,0,deny,manual,129.00,TRUE,TRUE,,,,,,
sterile-gauze-swabs,,,,,,,Size,10 × 10cm,Pack,Box of 100,GPS-WOU-STERILE-GAUZE-SWABS-0301,0,shopify,0,deny,manual,14.50,TRUE,TRUE,,,,,,
sterile-gauze-swabs,,,,,,,Size,10 × 10cm,Pack,Carton of 10 boxes,GPS-WOU-STERILE-GAUZE-SWABS-0302,0,shopify,0,deny,manual,129.00,TRUE,TRUE,,,,,,
